0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
15319183,2,,nitric oxide,COMPOUND,,NA;,,neurotransmission,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,mediate," CO is produced in the gastrointestinal tract with diverse functions, including regulation of gastrointestinal motility, interacting with nitric oxide NO to mediate neurotransmission. ",Undirected Link,Undirected Link
15319183,11,,cAMP breakdown,BIOLOGICAL PROCESS,,NA;,,PDE,GENE,,POSITIVE,PASSIVE,reduce," Rather, the pathway appears to involve PKA, partly by reducing cAMP breakdown through inhibition of PDE III. ",Directed Link,Negative Decrease
15319184,17,,MIP-2,GENE,,NA;,,injury,PHENOTYPE,,POSITIVE,ACTIVE,mediate,Thus we conclude that MIP-2 mediates PAF-induced intestinal injury.,Undirected Link,Undirected Link
15319185,4,,ICAM-1,GENE,,NA;,,TNF-alpha,GENE,,POSITIVE,PASSIVE,expression," Unstimulated islet endothelium showed constitutive levels of ICAM-1 counter-ligand expression with minimal VCAM-1 expression however, TNF-alpha stimulation increased cell surface density of both molecules. ",Undirected Link,Undirected Link
15319185,4,,ICAM-1,GENE,,NA;,,VCAM-1,GENE,,POSITIVE,PASSIVE,expression," Unstimulated islet endothelium showed constitutive levels of ICAM-1 counter-ligand expression with minimal VCAM-1 expression however, TNF-alpha stimulation increased cell surface density of both molecules. ",Undirected Link,Undirected Link
15319185,4,,VCAM-1,GENE,,NA;,,TNF-alpha,GENE,,POSITIVE,PASSIVE,expression," Unstimulated islet endothelium showed constitutive levels of ICAM-1 counter-ligand expression with minimal VCAM-1 expression however, TNF-alpha stimulation increased cell surface density of both molecules. ",Undirected Link,Undirected Link
15299914,1,,flavoprotein,GENE,,Megasphaera=ORGANISM; ,,electron transfer,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,mediate,Electron-transferring flavoprotein from the rumen bacterium Megasphaera elsdenii is a heterodimer Mr = 75 kDa containing FAD as cofactor and functioning solely to mediate electron transfer between the prosthetic groups of other proteins.,Directed Link,Directed Link
15319142,1,,cardiovascular disease,PHENOTYPE,,NA;,,chronic renal insufficiency,PHENOTYPE,,NEGATIVE,ACTIVE,explain,Traditional risk factors do not adequately explain the high prevalence of cardiovascular disease in patients with chronic renal insufficiency.,Undirected Link,Undirected Link
15319142,2,,hypomagnesaemia,PHENOTYPE,,NA;,,cardiovascular diseases,PHENOTYPE,,POSITIVE,ACTIVE,play," Currently, there is a lot of evidence that hypomagnesaemia may play a significant role in the pathogenesis of cardiovascular diseases in general population. ",Directed Link,Positive Cause
15319142,11,,magnesium,COMPOUND,,NA;,,atherosclerosis,PHENOTYPE,,POSITIVE,ACTIVE,play,The above finding suggests that magnesium may play an important protective role in the development andor acceleration of arterial atherosclerosis in patients with chronic renal insufficiency.,Directed Link,Positive Decrease
15319142,11,,atherosclerosis,PHENOTYPE,,NA;,,chronic renal insufficiency,PHENOTYPE,,POSITIVE,ACTIVE,play,The above finding suggests that magnesium may play an important protective role in the development andor acceleration of arterial atherosclerosis in patients with chronic renal insufficiency.,Undirected Link,Undirected Link
15319142,11,,magnesium,COMPOUND,,NA;,,chronic renal insufficiency,PHENOTYPE,,POSITIVE,ACTIVE,play,The above finding suggests that magnesium may play an important protective role in the development andor acceleration of arterial atherosclerosis in patients with chronic renal insufficiency.,Undirected Link,Undirected Link
15319143,0,,magnesium,COMPOUND,,NA;,,neuropathy,PHENOTYPE,,POSITIVE,PASSIVE,influence,Long term magnesium supplementation influences favourably the natural evolution of neuropathy in Mg-depleted type 1 diabetic patients T1dm..,Undirected Link,Undirected Link
15319146,7,,magnesium,COMPOUND,,NA;,,insulin sensitivity,PHENOTYPE,,POSITIVE,PASSIVE,modify,The suppressed intracellular magnesium concentration may result in defective tyrosine kinase activity and modify insulin sensitivity by influencing receptor activity after binding or by influencing intracellular signaling and processing.,Undirected Link,Undirected Link
15319146,7,,magnesium,COMPOUND,,NA;,,receptor activity,MOLECULAR FUNCTION,,POSITIVE,PASSIVE,modify,The suppressed intracellular magnesium concentration may result in defective tyrosine kinase activity and modify insulin sensitivity by influencing receptor activity after binding or by influencing intracellular signaling and processing.,Undirected Link,Undirected Link
15319146,7,,magnesium,COMPOUND,,NA;,,tyrosine kinase,GENE,,POSITIVE,PASSIVE,result,The suppressed intracellular magnesium concentration may result in defective tyrosine kinase activity and modify insulin sensitivity by influencing receptor activity after binding or by influencing intracellular signaling and processing.,Undirected Link,Undirected Link
15319146,7,,tyrosine kinase,GENE,,NA;,,insulin sensitivity,PHENOTYPE,,POSITIVE,PASSIVE,result,The suppressed intracellular magnesium concentration may result in defective tyrosine kinase activity and modify insulin sensitivity by influencing receptor activity after binding or by influencing intracellular signaling and processing.,Undirected Link,Undirected Link
15319146,8,,magnesium deficiency,PHENOTYPE,,NA;,,insulin resistance,PHENOTYPE,,POSITIVE,ACTIVE,affect,Intracellular magnesium deficiency may affect the development of insulin resistance and alter the glucose entry into the cell.,Directed Link,Positive Cause
15322798,2,,infiltrates,PHENOTYPE,,NA;,,visual disturbance,PHENOTYPE,,POSITIVE,ACTIVE,lead,The formation of subepithelial nummular infiltrates may lead to permanent visual disturbance.,Directed Link,Positive Increase
15319147,6,,magnesium,COMPOUND,,NA;,,hypomagnesaemia,PHENOTYPE,,POSITIVE,PASSIVE,associate,In freshly dead animals aqueous humour magnesium concentrations of 0.33 mmolL in adult sheep and 0.25 mmolL in adult cattle were associated with severe hypomagnesaemia and tetany.,Undirected Link,Undirected Link
15319147,6,,magnesium,COMPOUND,,NA;,,tetany,PHENOTYPE,,POSITIVE,PASSIVE,associate,In freshly dead animals aqueous humour magnesium concentrations of 0.33 mmolL in adult sheep and 0.25 mmolL in adult cattle were associated with severe hypomagnesaemia and tetany.,Undirected Link,Undirected Link
15319147,11,,magnesium,COMPOUND,,NA;,,tetany,PHENOTYPE,,POSITIVE,PASSIVE,provide," Provided clear-fluid samples are taken from appropriate animals and processed correctly in the laboratory, the concentration of magnesium in vitreous humour is a useful and practical marker in the post-mortem diagnosis of hypomagnesaemic tetany in ruminants. ",Undirected Link,Undirected Link
15307168,4,,TNBS,COMPOUND,,NA;,,IRF-1,GENE,,POSITIVE,ACTIVE,lead,DSS or TNBS led to a dramatic increase in lethality and colitis severity in IRF-1 KO compared with WT mice.,Undirected Link,Undirected Link
15307168,4,,colitis,PHENOTYPE,,NA;,,IRF-1,GENE,,POSITIVE,ACTIVE,lead,DSS or TNBS led to a dramatic increase in lethality and colitis severity in IRF-1 KO compared with WT mice.,Undirected Link,Undirected Link
15307168,4,,TNBS,COMPOUND,,NA;,,colitis,PHENOTYPE,,POSITIVE,ACTIVE,lead,DSS or TNBS led to a dramatic increase in lethality and colitis severity in IRF-1 KO compared with WT mice.,Directed Link,Positive Increase
15307168,7,,IL-18BP,GENE,,NA;,,IRF-1,GENE,,POSITIVE,ACTIVE,reverse,Administration of IL-18BP reversed the increased susceptibility of IRF-1 KO mice to DSS.,Undirected Link,Undirected Link
15307167,2,,IBD,PHENOTYPE,,NA;,,immune response,BIOLOGICAL PROCESS,,POSITIVE,PASSIVE,occur," IBD is thought to occur as a result of an inappropriate immune response to environmental factors in a genetically predisposed host, and it has become increasingly clear that cytokines play an important role in this process. ",Undirected Link,Undirected Link
15307167,3,,IL-18,GENE,,NA;,,inflammation,PHENOTYPE,,POSITIVE,PASSIVE,up-regulate," In recent years, several groups have provided evidence that IL-18 is significantly up-regulated during the course of chronic intestinal inflammation and appears to play a pivotal role in the pathogenesis of human IBD, particularly in Crohns disease. ",Undirected Link,Undirected Link
15307167,3,,IL-18,GENE,,NA;,,Crohns disease,PHENOTYPE,,POSITIVE,ACTIVE,play," In recent years, several groups have provided evidence that IL-18 is significantly up-regulated during the course of chronic intestinal inflammation and appears to play a pivotal role in the pathogenesis of human IBD, particularly in Crohns disease. ",Directed Link,Positive Cause
15307167,3,,inflammation,PHENOTYPE,,NA;,,Crohns disease,PHENOTYPE,,POSITIVE,PASSIVE,up-regulate," In recent years, several groups have provided evidence that IL-18 is significantly up-regulated during the course of chronic intestinal inflammation and appears to play a pivotal role in the pathogenesis of human IBD, particularly in Crohns disease. ",Undirected Link,Undirected Link
15307167,4,,IL-18,GENE,,NA;,,IFN-gamma,GENE,,POSITIVE,PASSIVE,associate," IL-18 is a pleiotropic cytokine with several biological functions, but is most commonly associated with its ability to synergistically induce the expression of IFN-gamma. ",Directed Link,Positive Cause
15307169,5,,STAT4,GENE,,NA;,,IL-12,GENE,,POSITIVE,ACTIVE,induce," IFN-alphaA induced detectable STAT4 phosphorylation, although at significantly lower levels than induced by IL-12. ",Undirected Link,Undirected Link
15319156,3,,adapalene,COMPOUND,,NA;,,acne vulgaris,PHENOTYPE,,POSITIVE,PASSIVE,have," The aim of the present study was to examine whether azelaic acid cream, benzoyl peroxide gel, adapalene gel have the enhancing effects on UVB erythema which are widely used in the topical treatment of acne vulgaris. ",Undirected Link,Undirected Link
15319156,3,,azelaic acid,COMPOUND,,NA;,,acne vulgaris,PHENOTYPE,,POSITIVE,PASSIVE,have," The aim of the present study was to examine whether azelaic acid cream, benzoyl peroxide gel, adapalene gel have the enhancing effects on UVB erythema which are widely used in the topical treatment of acne vulgaris. ",Undirected Link,Undirected Link
15319156,3,,benzoyl peroxide,COMPOUND,,NA;,,acne vulgaris,PHENOTYPE,,POSITIVE,PASSIVE,have," The aim of the present study was to examine whether azelaic acid cream, benzoyl peroxide gel, adapalene gel have the enhancing effects on UVB erythema which are widely used in the topical treatment of acne vulgaris. ",Undirected Link,Undirected Link
15319156,7,,erythema,PHENOTYPE,,NA;,,sunburn,PHENOTYPE,,NEGATIVE,ACTIVE,have," According to our results azelaic acid, benzoyl peroxide and adapalene do not seem to have enhancing effects on UVB erythema and thus increased sunburn risk. ",Undirected Link,Undirected Link
15319157,4,,erythema,PHENOTYPE,,NA;,,sunburn,PHENOTYPE,,POSITIVE,ACTIVE,induce,Previously untanned areas were exposed to carefully determined standardised doses of sun 2.8 individual minimal erythema doses on 15% body surface area to induce first-degree sunburn.,Undirected Link,Undirected Link
15307176,2,,CD28,GENE,,NA;,,IL-10,GENE,,POSITIVE,ACTIVE,enhance," Coligation of CD3 and CD46 in the presence of PMA or CD28 costimuli enhanced IL-2, IFN-gamma, or IL-10 secretion by CD4 T lymphocytes. ",Directed Link,Positive Increase
15307176,2,,CD3,GENE,,NA;,,IL-10,GENE,,POSITIVE,ACTIVE,enhance," Coligation of CD3 and CD46 in the presence of PMA or CD28 costimuli enhanced IL-2, IFN-gamma, or IL-10 secretion by CD4 T lymphocytes. ",Directed Link,Positive Cause
15307176,2,,CD46,GENE,,NA;,,IL-10,GENE,,POSITIVE,ACTIVE,enhance," Coligation of CD3 and CD46 in the presence of PMA or CD28 costimuli enhanced IL-2, IFN-gamma, or IL-10 secretion by CD4 T lymphocytes. ",Directed Link,Positive Cause
15307176,8,,ERK,GENE,,NA;,,IFN-gamma,GENE,,POSITIVE,PASSIVE,contribute," The effect of specific inhibitors shows that enhanced ERK activation contributes to augmented IFN-gamma and lower IL-5 secretion and, consequently, to the Th1 bias. ",Directed Link,Positive Increase
15307176,8,,ERK,GENE,,NA;,,IL-5,GENE,,POSITIVE,PASSIVE,contribute," The effect of specific inhibitors shows that enhanced ERK activation contributes to augmented IFN-gamma and lower IL-5 secretion and, consequently, to the Th1 bias. ",Directed Link,Positive Decrease
15307176,9,,CD46,GENE,,NA;,,ZAP-70,GENE,,POSITIVE,ACTIVE,induce,Cross-linking CD46 alone induced weak tyrosine phosphorylation of CD3zeta and ZAP-70.,Undirected Link,Undirected Link
15307170,11,,extracellular matrix protein,GENE,,NA;,,inflammation,PHENOTYPE,,POSITIVE,ACTIVE,lead," Moreover, our study shows that dysregulated expression of an extracellular matrix protein may break established tolerance and lead to eosinophilic airway inflammation. ",Directed Link,Negative Increase
15307172,1,,lymphopenia,PHENOTYPE,,NA;,,autoimmune disease,PHENOTYPE,,POSITIVE,ACTIVE,suffer,The Biobreeding diabetes-prone rat suffers from a profound peripheral lymphopenia and yet succumbs to a T cell-dependent autoimmune disease.,Undirected Link,Undirected Link
15307172,3,,IAN4,GENE,,NA;,,T cell apoptosis,BIOLOGICAL PROCESS,,POSITIVE,PASSIVE,result,Others have correlated loss of IAN4 function with decreased mitochondrial integrity resulting in T cell apoptosis.,Undirected Link,Undirected Link
15307172,12,,IAN,GENE,,NA;,,T cell activation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,play," Thus, in addition to their role in apoptosis, IAN family members may also play a role in regulating the T cell activation state through modulation of TCR signaling strength. ",Directed Link,Directed Link
15319164,8,,chlorambucil,COMPOUND,,NA;,,phenprocoumon,COMPOUND,,POSITIVE,ACTIVE,stabilize,Oral prednisolone and chlorambucil as well as phenprocoumon for 15 months stabilized the signs of our patient.,Undirected Link,Undirected Link
15319166,3,,LFA-1,GENE,,NA;,,leukocyte adhesion,BIOLOGICAL PROCESS,,POSITIVE,PASSIVE,facilitate," Interaction between ICAM-1, present on endothelial cells, and LFA-1 facilitates leukocyte adhesion and migration across the endothelium. ",Undirected Link,Undirected Link
15319167,6,,IL-10,GENE,,NA;,,PRL,GENE,,POSITIVE,ACTIVE,increase," Conversely, synthesis of the anti-inflammatory cytokine IL-10 only increased significantly at very high concentrations of supplemented PRL. ",Undirected Link,Undirected Link
15319167,11,,PRL,GENE,,NA;,,NFkappaB,GENE,,POSITIVE,ACTIVE,promote," These data suggest that PRL promotes pro-inflammatory immune responses via NFkappaB and IRF-1, which may affect pathophysiological processes in physiological hyperprolactinemic states. ",Undirected Link,Undirected Link
15307189,0,,Mmp13,GENE,,NA;,,arteriosclerosis,PHENOTYPE,,POSITIVE,ACTIVE,reduce," Reduced intragraft mRNA expression of matrix metalloproteinases Mmp3, Mmp12, Mmp13 and Adam8, and diminished transplant arteriosclerosis in Ccr5-deficient mice.. ",Undirected Link,Undirected Link
15307184,3,,contact hypersensitivity,PHENOTYPE,,NA;,,allergic contact dermatitis,PHENOTYPE,,POSITIVE,ACTIVE,use," To this end, we used contact hypersensitivity to the hapten 2,4-dinitrofluorobenzene, a model of allergic contact dermatitis mediated by CD8 CTL and controlled by CD4 regulatory T cells. ",Undirected Link,Undirected Link
15319269,0,,Rho-kinase,GENE,,NA;,,Akt,GENE,,POSITIVE,ACTIVE,lead,Inhibition of Rho-kinase leads to rapid activation of phosphatidylinositol 3-kinaseprotein kinase Akt and cardiovascular protection..,Directed Link,Negative Increase
15319269,3,,hydroxyfasudil,COMPOUND,,NA;,,Akt kinase,GENE,,POSITIVE,ACTIVE,increase," In human endothelial cells, the Rho-kinase inhibitor, hydroxyfasudil HF 1 to 100 micromolL, increased Akt serine-473 phosphorylation within 15 minutes, leading to a 2.2-fold and 4.0-fold increase in Akt kinase activity and nitric oxide NO release, respectively. ",Directed Link,Positive Increase
15319269,3,,hydroxyfasudil,COMPOUND,,NA;,,nitric oxide,COMPOUND,,POSITIVE,ACTIVE,increase," In human endothelial cells, the Rho-kinase inhibitor, hydroxyfasudil HF 1 to 100 micromolL, increased Akt serine-473 phosphorylation within 15 minutes, leading to a 2.2-fold and 4.0-fold increase in Akt kinase activity and nitric oxide NO release, respectively. ",Directed Link,Positive Increase
15319269,7,,fasudil,COMPOUND,,NA;,,coronary artery occlusion,PHENOTYPE,,POSITIVE,ACTIVE,decrease," Similarly, treatment with fasudil decreased myocardial infarct size by 38% in rats subjected to transient coronary artery occlusion. ",Undirected Link,Undirected Link
15319269,7,,infarct,PHENOTYPE,,NA;,,coronary artery occlusion,PHENOTYPE,,POSITIVE,ACTIVE,decrease," Similarly, treatment with fasudil decreased myocardial infarct size by 38% in rats subjected to transient coronary artery occlusion. ",Undirected Link,Undirected Link
15319269,8,,PI3-kinase,GENE,,NA;,,fasudil,COMPOUND,,POSITIVE,ACTIVE,block," Cotreatment with 2 PI3-kinase inhibitors, wortmannin and LY294002, or the eNOS inhibitor, L-NAME, blocked the cardiovascular protective effects of fasudil. ",Undirected Link,Undirected Link
15319269,8,,wortmannin,COMPOUND,,NA;,,fasudil,COMPOUND,,POSITIVE,ACTIVE,block," Cotreatment with 2 PI3-kinase inhibitors, wortmannin and LY294002, or the eNOS inhibitor, L-NAME, blocked the cardiovascular protective effects of fasudil. ",Undirected Link,Undirected Link
15319269,10,,Rho-kinase,GENE,,NA;,,inflammatory response,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,play,These findings suggest that Rho-kinase may play an important role in mediating the inflammatory response to IR injury.,Undirected Link,Undirected Link
15307287,15,,depressive episode,PHENOTYPE,,NA;,,bipolar disorders,PHENOTYPE,,POSITIVE,PASSIVE,have," In outpatients, who had a depressive episode in the past and were treated by psychiatrists in Poland, bipolar disorders may amount to 60% of them. ",Undirected Link,Undirected Link
15319276,1,,iron homeostasis,BIOLOGICAL PROCESS,,NA;,,hemochromatosis,PHENOTYPE,,POSITIVE,ACTIVE,play,Transferrin receptor 2 TfR2 plays a critical role in iron homeostasis because patients carrying disabling mutations in the TFR2 gene suffer from hemochromatosis.,Undirected Link,Undirected Link
15319270,1,,lipopolysaccharide,COMPOUND,,NA;,,coagulation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce," In endotoxemia, lipopolysaccharide LPS induces a systemic inflammatory response and intravascular coagulation. ",Directed Link,Positive Increase
15319270,1,,lipopolysaccharide,COMPOUND,,NA;,,inflammatory response,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce," In endotoxemia, lipopolysaccharide LPS induces a systemic inflammatory response and intravascular coagulation. ",Directed Link,Positive Increase
15319270,5,,wortmannin,COMPOUND,,NA;,,Akt,GENE,,POSITIVE,ACTIVE,inhibit,We found that wortmannin inhibited LPS-induced Akt phosphorylation in blood cells.,Directed Link,Positive Decrease
15319272,15,,angiogenesis,BIOLOGICAL PROCESS,,NA;,,inflammation,PHENOTYPE,,POSITIVE,ACTIVE,augment,Adventitial capillary angiogenesis may augment inflammation and disease progression.,Directed Link,Positive Increase
15319272,15,,angiogenesis,BIOLOGICAL PROCESS,,NA;,,disease progression,PHENOTYPE,,POSITIVE,ACTIVE,augment,Adventitial capillary angiogenesis may augment inflammation and disease progression.,Directed Link,Positive Increase
15319273,4,,HIV,PHENOTYPE,,HIV=ORGANISM; ,,DAT,GENE,,POSITIVE,ACTIVE,have," HIV patients with associated dementia HAD, but not those without dementia ND had significantly lower DAT availability in putamen -19.3%, P = 0.009 and ventral striatum -13.6%, P = 0.03 compared with seronegative controls. ",Undirected Link,Undirected Link
15319273,5,,HIV dementia,PHENOTYPE,,HIV=ORGANISM; ,,DAT,GENE,,POSITIVE,ACTIVE,correlate," Higher plasma viral load in the HIV dementia patients correlated with lower DAT in the caudate r = -0.7, P = 0.02 and putamen r = -0.69, P = 0.03. ",Undirected Link,Undirected Link
15307296,6,,dementia,PHENOTYPE,,NA;,,cholinesterase,GENE,,POSITIVE,PASSIVE,show,Further investigation require usefulness of memantine in less advanced stages of Alzheimers disease as well as other types of dementia especially vascular promising results are shown in dual therapy memantine cholinesterase inhibitor.,Undirected Link,Undirected Link
15307293,3,,prion diseases,PHENOTYPE,,NA;,,mad cow disease,PHENOTYPE,,POSITIVE,PASSIVE,cause,The growth of the interest in prion diseases during last years is caused by the problem of bovine spongiform encephalopathy BSE or mad cow disease and its transmission into a human.,Undirected Link,Undirected Link
15307293,3,,prion diseases,PHENOTYPE,,NA;,,bovine spongiform encephalopathy BSE,PHENOTYPE,,POSITIVE,PASSIVE,cause,The growth of the interest in prion diseases during last years is caused by the problem of bovine spongiform encephalopathy BSE or mad cow disease and its transmission into a human.,Undirected Link,Undirected Link
15319285,5,,Bcl-xL,GENE,,NA;,,caspase-3,GENE,,POSITIVE,PASSIVE,detect,Apoptotic pathway analysis detected reduced antiapoptotic B-cell leukemia XL Bcl-xL expression and increased activation of caspase-8 and caspase-3.,Undirected Link,Undirected Link
15319285,5,,Bcl-xL,GENE,,NA;,,caspase-8,GENE,,POSITIVE,PASSIVE,detect,Apoptotic pathway analysis detected reduced antiapoptotic B-cell leukemia XL Bcl-xL expression and increased activation of caspase-8 and caspase-3.,Undirected Link,Undirected Link
15319285,5,,caspase-8,GENE,,NA;,,caspase-3,GENE,,POSITIVE,PASSIVE,activation,Apoptotic pathway analysis detected reduced antiapoptotic B-cell leukemia XL Bcl-xL expression and increased activation of caspase-8 and caspase-3.,Undirected Link,Undirected Link
15319285,6,,Bcl-xL,GENE,,NA;,,caspase-8,GENE,,POSITIVE,PASSIVE,decrease,Time-course experiments showed that in wild-type WT thymocytes GILZ up-regulation was followed by sequential Bcl-xL decreased expression and activation of caspase-8 and of caspase-3.,Undirected Link,Undirected Link
15319285,7,,GILZ,GENE,,NA;,,Bcl-xL,GENE,,POSITIVE,ACTIVE,decrease," Moreover, GILZ delivered inside WT thymocytes by a fusion protein with the transactivator of transcription TAT peptide decreased Bcl-xL and promoted their apoptosis. ",Directed Link,Negative Cause
15319285,7,,TAT,GENE,,NA;,,Bcl-xL,GENE,,POSITIVE,ACTIVE,decrease," Moreover, GILZ delivered inside WT thymocytes by a fusion protein with the transactivator of transcription TAT peptide decreased Bcl-xL and promoted their apoptosis. ",Undirected Link,Undirected Link
15319285,7,,Bcl-xL,GENE,,NA;,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,decrease," Moreover, GILZ delivered inside WT thymocytes by a fusion protein with the transactivator of transcription TAT peptide decreased Bcl-xL and promoted their apoptosis. ",Undirected Link,Undirected Link
15319285,7,,GILZ,GENE,,NA;,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote," Moreover, GILZ delivered inside WT thymocytes by a fusion protein with the transactivator of transcription TAT peptide decreased Bcl-xL and promoted their apoptosis. ",Directed Link,Positive Cause
15319285,9,,GILZ,GENE,,NA;,,regulation of thymocyte apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,participate,These results support the hypothesis that GILZ participates in the regulation of thymocyte apoptosis by glucocorticoids.,Directed Link,Directed Link
15319286,0,,adenosine,COMPOUND,,NA;,,hypoxia,PHENOTYPE,,POSITIVE,ACTIVE,produce,Endogenous adenosine produced during hypoxia attenuates neutrophil accumulation coordination by extracellular nucleotide metabolism..,Undirected Link,Undirected Link
15319286,5,,adenosine,COMPOUND,,NA;,,hypoxia,PHENOTYPE,,POSITIVE,ACTIVE,produce,Extensions of our in vitro findings using cd39- and cd73-null animals revealed that extracellular adenosine produced through adenine nucleotide metabolism during hypoxia is a potent anti-inflammatory signal for PMNs in vivo.,Undirected Link,Undirected Link
15319286,5,,adenosine,COMPOUND,,NA;,,nucleotide metabolism,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,produce,Extensions of our in vitro findings using cd39- and cd73-null animals revealed that extracellular adenosine produced through adenine nucleotide metabolism during hypoxia is a potent anti-inflammatory signal for PMNs in vivo.,Undirected Link,Undirected Link
15319286,6,,CD39,GENE,,NA;,,adenosine,COMPOUND,,POSITIVE,PASSIVE,identify,These findings identify CD39 and CD73 as critical control points for endogenous adenosine generation and implicate this pathway as an innate mechanism to attenuate excessive tissue PMN accumulation.,Undirected Link,Undirected Link
15319286,6,,CD73,GENE,,NA;,,adenosine,COMPOUND,,POSITIVE,PASSIVE,identify,These findings identify CD39 and CD73 as critical control points for endogenous adenosine generation and implicate this pathway as an innate mechanism to attenuate excessive tissue PMN accumulation.,Undirected Link,Undirected Link
15319288,0,,telomerase RNA,MOLECULAR FUNCTION,,NA;,,aplastic anemia,PHENOTYPE,,POSITIVE,ACTIVE,find,Heterozygous telomerase RNA mutations found in dyskeratosis congenita and aplastic anemia reduce telomerase activity via haploinsufficiency..,Undirected Link,Undirected Link
15319288,0,,aplastic anemia,PHENOTYPE,,NA;,,telomerase activity,MOLECULAR FUNCTION,,POSITIVE,ACTIVE,find,Heterozygous telomerase RNA mutations found in dyskeratosis congenita and aplastic anemia reduce telomerase activity via haploinsufficiency..,Undirected Link,Undirected Link
15319288,0,,telomerase RNA,MOLECULAR FUNCTION,,NA;,,dyskeratosis congenita,PHENOTYPE,,POSITIVE,ACTIVE,find,Heterozygous telomerase RNA mutations found in dyskeratosis congenita and aplastic anemia reduce telomerase activity via haploinsufficiency..,Undirected Link,Undirected Link
15319288,0,,dyskeratosis congenita,PHENOTYPE,,NA;,,telomerase activity,MOLECULAR FUNCTION,,POSITIVE,ACTIVE,find,Heterozygous telomerase RNA mutations found in dyskeratosis congenita and aplastic anemia reduce telomerase activity via haploinsufficiency..,Undirected Link,Undirected Link
15319289,0,,glycoprotein Ibalpha,GENE,,NA;,,von Willebrand factor,GENE,,POSITIVE,ACTIVE,facilitate,The alpha1 helix-beta13 strand spanning Leu214 to Val229 of platelet glycoprotein Ibalpha facilitates the interaction with von Willebrand factor evidence from characterization of the epitope of monoclonal antibody AP1..,Undirected Link,Undirected Link
15319281,1,,apurinicapyrimidinic endonuclease,GENE,,NA;,,S phase,BIOLOGICAL PROCESS,,POSITIVE,PASSIVE,associate," APEX2APE2 is a secondary mammalian apurinicapyrimidinic endonuclease that associates with proliferating cell nuclear antigen PCNA, and the progression of S phase of the cell cycle is accompanied by its expression. ",Undirected Link,Undirected Link
15319282,10,,hyperplasia,PHENOTYPE,,NA;,,inflammation,PHENOTYPE,,POSITIVE,ACTIVE,facilitate,LPA could facilitate MC hyperplasia in inflammation associated with either innate or adaptive immunity.,Undirected Link,Undirected Link
15319299,1,,gastric cancer,PHENOTYPE,,NA;,,COX-2,GENE,,POSITIVE,ACTIVE,promote,Early studies revealed that cigarette smoke promotes gastric cancer growth through the induction of cyclooxygenase-2 COX-2.,Undirected Link,Undirected Link
15319299,1,,gastric cancer,PHENOTYPE,,NA;,,cyclooxygenase-2,GENE,,POSITIVE,ACTIVE,promote,Early studies revealed that cigarette smoke promotes gastric cancer growth through the induction of cyclooxygenase-2 COX-2.,Undirected Link,Undirected Link
15319299,5,,nicotine,COMPOUND,,NA;,,tumor,PHENOTYPE,,POSITIVE,ACTIVE,develop," Athymic nude mice, with gastric cancer cells AGS orthotopically implanted into the gastric wall, treated with nicotine 50 or 200 microgml in their drinking water for 3 months developed larger tumor areas than mice in the control group. ",Directed Link,Positive Increase
15319299,5,,gastric cancer,PHENOTYPE,,NA;,,nicotine,COMPOUND,,POSITIVE,ACTIVE,treat," Athymic nude mice, with gastric cancer cells AGS orthotopically implanted into the gastric wall, treated with nicotine 50 or 200 microgml in their drinking water for 3 months developed larger tumor areas than mice in the control group. ",Undirected Link,Undirected Link
15319299,6,,ERK,GENE,,NA;,,COX-2,GENE,,POSITIVE,PASSIVE,activation," Nicotine further increased proliferating cellular nuclear antigen PCNA staining and microvessel density by 70 and 30%, respectively, with concomitant activation of ERK phosphorylation, COX-2 and vascular endothelial growth factor VEGF expression in the tumors. ",Undirected Link,Undirected Link
15319299,6,,COX-2,GENE,,NA;,,vascular endothelial growth factor VEGF,GENE,,POSITIVE,PASSIVE,expression," Nicotine further increased proliferating cellular nuclear antigen PCNA staining and microvessel density by 70 and 30%, respectively, with concomitant activation of ERK phosphorylation, COX-2 and vascular endothelial growth factor VEGF expression in the tumors. ",Undirected Link,Undirected Link
15319299,6,,PCNA,GENE,,NA;,,ERK,GENE,,POSITIVE,PASSIVE,activation," Nicotine further increased proliferating cellular nuclear antigen PCNA staining and microvessel density by 70 and 30%, respectively, with concomitant activation of ERK phosphorylation, COX-2 and vascular endothelial growth factor VEGF expression in the tumors. ",Undirected Link,Undirected Link
15319299,6,,ERK,GENE,,NA;,,vascular endothelial growth factor VEGF,GENE,,POSITIVE,PASSIVE,expression," Nicotine further increased proliferating cellular nuclear antigen PCNA staining and microvessel density by 70 and 30%, respectively, with concomitant activation of ERK phosphorylation, COX-2 and vascular endothelial growth factor VEGF expression in the tumors. ",Undirected Link,Undirected Link
